name,halal_status,source
 SEOUL GARDEN (RAFFLES BOULEVARD),halal,singapore halal directory
 SEOUL GARDEN (SERANGOON CENTRAL),halal,singapore halal directory
 SEOUL GARDEN (TAMPINES CENTRAL 5),halal,singapore halal directory
 SEOUL GARDEN (VICTORIA STREET),halal,singapore halal directory
 SEOUL GARDEN (YISHUN AVE),halal,singapore halal directory
 SEOUL GARDEN @ KOREAN STREET,halal,singapore halal directory
 SEOUL GARDEN HOT POT,halal,singapore halal directory
 SEOUL GARDEN HOT POT (HARBOURFRONT CENTRE),halal,singapore halal directory
 SEOUL GARDEN HOT POT (IMM BUILDING),halal,singapore halal directory
 SEOUL GARDEN HOT POT (NORTHPOINT),halal,singapore halal directory
 SEOUL GARDEN HOTPOT @ KOREAN STREET,halal,singapore halal directory
 SEYU PTE LTD,halal,singapore halal directory
 SG KOPI ROTI,halal,singapore halal directory
 SG WESTERN (S9) @ SENJA GATEWAY COFFEESHOP,halal,singapore halal directory
 SHAMI BANANA LEAF DELIGHTS,halal,singapore halal directory
 SHAMI BANANA LEAF DELIGHTS (SEMBAWANG),halal,singapore halal directory
 SHAMI BANANA LEAF DELIGHTS (YISHUN),halal,singapore halal directory
 SHEEN SUPPLY,halal,singapore halal directory
 SHELL EASTERN PETROLEUM (PTE) LTD,halal,singapore halal directory
 SHENG CHANG (SINGAPORE) MARKETING,halal,singapore halal directory
 SHIOK KITCHEN CATERING,halal,singapore halal directory
 SIAM DELICACIES (S6) @ KOPITIAM VIVO CITY,halal,singapore halal directory
 SIAM KITCHEN RESTAURANTS,halal,singapore halal directory
 SIAM KITCHEN RESTAURANTS (BT PANJANG PLAZA),halal,singapore halal directory
 SIAM KITCHEN RESTAURANTS (EASTPOINT MALL),halal,singapore halal directory
 SIANG POH WANG FOOD INDUSTRIES PTE LTD,halal,singapore halal directory
 SIM SOON HENG COOKING INGREDIENTS (PTE) LTD,halal,singapore halal directory
 SIME DARBY EDIBLE PRODUCTS LIMITED,halal,singapore halal directory
 SIMPLY WRAPPS,halal,singapore halal directory
 SIMPLY WRAPPS (COLLYER QUAY),halal,singapore halal directory
 SIMPLY WRAPPS (HARBOURFRONT CENTRE),halal,singapore halal directory
 SIMPLY WRAPPS (ION ORCHARD),halal,singapore halal directory
 SIMPLY WRAPPS (JEM),halal,singapore halal directory
 SIMPLY WRAPPS (PLAZA SINGAPURA),halal,singapore halal directory
 SIMPLY WRAPPS (RAFFLES CITY SHOPPING CENTRE),halal,singapore halal directory
 SIN HWA COCONUTS INDUSTRIAL PTE LTD,halal,singapore halal directory
 SIN HWA DEE FOODSTUFF INDUSTRIES PTE LTD,halal,singapore halal directory
 SIN LEONG LEE COFFEE PTE LTD,halal,singapore halal directory
 SINAR 608 MALAY SEAFOOD,halal,singapore halal directory
 SINAR MALAY SEAFOOD (456) (S2) @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 SINAR MALAY SEAFOOD (505) (S7) @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 SINAR MALAY SEAFOOD (820) @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 SINARAN CHICKEN RICE (S4) @ LW EATING HOUSE,halal,singapore halal directory
 SINARAN SEAFOOD & BUFFET CATERING SERVICE,halal,singapore halal directory
 SING GHEE BEANCURD MANUFACTURER,halal,singapore halal directory
 SING KEE KAYA (SINGAPORE) PTE. LTD.,halal,singapore halal directory
 SING LONG FOODSTUFF TRADING CO PTE LTD,halal,singapore halal directory
 SINGA GOODY,halal,singapore halal directory
 SINGAPORE FOOD DELIGHT MANUFACTURER PTE LTD,halal,singapore halal directory
 SINGAPORE FOOD SOLUTIONS PTE LTD,halal,singapore halal directory
 SINGAPORE HOUTEN PTE LTD,halal,singapore halal directory
 SINGAPORE NUTRI-DIET INDUSTRIES PTE LTD,halal,singapore halal directory
 SINGFOOD STALL (S1) @ JW 504 F&B,halal,singapore halal directory
 SINGGAH MAKAN,halal,singapore halal directory
 SINHUA HOCK KEE TRADING (S) PTE LTD,halal,singapore halal directory
 SIS 88 PTE LTD,halal,singapore halal directory
 SK CATERING,halal,singapore halal directory
 SLFI PTE LTD,halal,singapore halal directory
 SLT (TCM) MANUFACTURING PTE LTD,halal,singapore halal directory
 SMA,halal,singapore halal directory
 SMC FOOD SERVICES,halal,singapore halal directory
 SMC NUTRITION PTE LTD,halal,singapore halal directory
 SMITH MARINE FLOATING RESTAURANT,halal,singapore halal directory
 SNACK & PASTRY (S5) @ INSTITUTE OF MENTAL HEALTH,halal,singapore halal directory
 SNACKS & PASTRIES (S1) @ FLAVOURS BY HESED&EMET,halal,singapore halal directory
 SNAPPY SNACKS (S6) @ NEW TOWN PRIMARY SCHOOL,halal,singapore halal directory
 SNATCH YOUR SNACKS (S5) @ GREENWOOD PRIMARY SCHOOL,halal,singapore halal directory
 SO PHO,halal,singapore halal directory
 SO PHO (JEM),halal,singapore halal directory
 SO PHO (NOVENA SQUARE),halal,singapore halal directory
 SO PHO (PARAGON),halal,singapore halal directory
 SO PHO (PARKWAY PARADE),halal,singapore halal directory
 SO PHO (TAMPINES MALL),halal,singapore halal directory
 SO PHO (WATERWAY POINT),halal,singapore halal directory
 SOCIAL FOOD INC. PTE LTD,halal,singapore halal directory
 SOFRA TURKISH CAFƒ & RESTAURANT,halal,singapore halal directory
 SOLVAY SPECIALTY CHEMICALS ASIA PACIFIC PTE LTD,halal,singapore halal directory
 SON @ BISTARI AT SRI BISTARI CHANGI VILLAGE FAMOUS AYAM PENYET,halal,singapore halal directory
 SONG LUCK OTAH MANUFACTURE,halal,singapore halal directory
 SOO SAN NA CATERING SERVICES,halal,singapore halal directory
 SOON LEE FRIED KWAY TEOW & CARROT CAKE,halal,singapore halal directory
 SOON SENG FOOD INDUSTRY PTE LTD,halal,singapore halal directory
 SOON WESTERN FOOD AYAM GORENG,halal,singapore halal directory
 SOON WESTERN FOOD AYAM GORENG (117 PENDING RD),halal,singapore halal directory
 SOON WESTERN FOOD AYAM GORENG (8 PENDING RD),halal,singapore halal directory
 SOON WESTERN FOOD AYAM GORENG (CHOA CHU KANG CRESCENT),halal,singapore halal directory
 SOON WESTERN FOOD AYAM GORENG (JURONG WEST ST 25),halal,singapore halal directory
 SOUPERFOODS PTE LTD,halal,singapore halal directory
 SPICE 101,halal,singapore halal directory
 SPICE TABLE BY PINES,halal,singapore halal directory
 SPICE VILLAGE CATERING PTE LTD,halal,singapore halal directory
 SPICE VILLAGE FOOD PTE LTD,halal,singapore halal directory
 SPICES @ GRAND HYATT SINGAPORE,halal,singapore halal directory
 SPICES INTERNATIONAL PTE LTD,halal,singapore halal directory
 SPINELLI PTE LTD,halal,singapore halal directory
 SPIZE,halal,singapore halal directory
 SPIZE (RIFLE RANGE RD),halal,singapore halal directory
 SPRING OCEAN FOOD SUPPLIES,halal,singapore halal directory
 SPRINGLEAF PRATA PLACE RESTAURANT & CATERING,halal,singapore halal directory
 SPRINGLEAF PRATA PLACE RESTAURANT & CATERING (JLN TUA KONG),halal,singapore halal directory
 SPRINGLEAF PRATA PLACE RESTAURANT & CATERING (UPPER BUKIT TIMAH RD),halal,singapore halal directory
 SRI BISTARI CHANGI VILLAGE FAMOUS AYAM PENYET,halal,singapore halal directory
 SRISUN EXPRESS,halal,singapore halal directory
 SRISUN EXPRESS (BUKIT BATOK WEST),halal,singapore halal directory
 SRISUN EXPRESS (SERANGOON GARDEN ESTATE),halal,singapore halal directory
 SRISUN PRATA.COM,halal,singapore halal directory
 SRISUN PRATA.COM (123 BEDOK NORTH ST 2),halal,singapore halal directory
 SRISUN PRATA.COM (168 BEDOK SOUTH AVE 3),halal,singapore halal directory
 SRISUN PRATA.COM (182A RIVERVALE CRESCENT),halal,singapore halal directory
 SRISUN PRATA.COM (261 PUNGGOL WAY),halal,singapore halal directory
 SRISUN PRATA.COM (317 YISHUN AVE 9),halal,singapore halal directory
 SRISUN PRATA.COM (327 HOUGANG AVE 5),halal,singapore halal directory
 SRISUN PRATA.COM (418 YISHUN AVE 11),halal,singapore halal directory
 SRISUN PRATA.COM (651 JURONG WEST ST 61),halal,singapore halal directory
 SRISUN PRATA.COM (964 JURONG WEST ST 91),halal,singapore halal directory
 STAFF CAFE STALL @ HALLIBURTON COMP TECH & MFG CTR (MNGD BY T W P),halal,singapore halal directory
 STAFF CAFETERIA @ ADVANCE MICRO DEVICES (S) P L (MNGD BY COMPASS GROUP,halal,singapore halal directory
 STAFF CAFETERIA @ BD (MNGD BY SATS FOOD SERVICES PTE LTD),halal,singapore halal directory
 STAFF CAFETERIA @ DBS ASIA GATEWAY (MNGD BY CHILLI API CATERING P L),halal,singapore halal directory
 STAFF CAFETERIA @ EXXON MOBIL CHEMICAL (MNGD BY COMPASS GROUP),halal,singapore halal directory
 STAFF CAFETERIA @ YORK HOTEL (MNGD BY COMPASS GROUP SINGAPORE),halal,singapore halal directory
 STAFF CAFETERIA@NOVOTEL HOTEL (MNGD BY ISS),halal,singapore halal directory
 STAFF CANTEEN @ UTAC (MNGD BY PRO*3 INSTITUTIONAL CATERING PTE LTD),halal,singapore halal directory
 STAFF CANTEEN STALL @ 3M INNOVATION (MNGD BY SOO SAN NA CATERING),halal,singapore halal directory
 STAFF CANTEEN STALL @ 3M SINGAPORE (MNGD BY SOO SAN NA CATERING),halal,singapore halal directory
 STAFF CANTEEN STALL @ 3RD CD DIVISION HQ,halal,singapore halal directory
 STAFF CANTEEN STALL @ CATERPILLAR ASIA (MNGD BY SODEXO),halal,singapore halal directory
 STAFF CANTEEN STALL @ DHL SUPPLY CHAIN (MNGD BY FOODFEST F&B PTE LTD),halal,singapore halal directory
 STAFF CANTEEN STALL @ IBM (MNGD BY SODEXO PTE LTD),halal,singapore halal directory
 STAFF CANTEEN STALL @ ICES (MNGD BY PRO*3 INST CATERING PTE LTD),halal,singapore halal directory
 STAFF CANTEEN STALL @ LONZA BIOLOGICS TUAS P L (MNGD BY THE WOK PPLE),halal,singapore halal directory
 STAFF CANTEEN STALL @ MOS (MNGD BY THE WOK PEOPLE),halal,singapore halal directory
 STAFF CANTEEN STALL @ MSD INTL GMBH (SINGAPORE BRANCH),halal,singapore halal directory
 STAFF CANTEEN STALL @ MSD INTL GMBH (SINGAPORE BRANCH) (TUAS WEST DR),halal,singapore halal directory
 STAFF CANTEEN STALL @ PARK ROYAL ON BEACH ROAD (MNGD BY ISS CATERING),halal,singapore halal directory
 STAFF CANTEEN STALL @ PARKROYAL ON KITCHENER ROAD,halal,singapore halal directory
 STAFF CANTEEN STALL @ PFIZER A P PTE LTD (MNGD BY THE WOK PEOPLE),halal,singapore halal directory
 STAFF CANTEEN STALL @ POLICE CANTONMENT COMPLEX (MNGD BY F W P L),halal,singapore halal directory
 STAFF CANTEEN STALL @ PR ON KITCHENER ROAD (MNGD BY ISS CATERING),halal,singapore halal directory
 STAFF CANTEEN STALL @ ROYAL PLAZA ON SCOTTS HOTEL (MNGD BY ISS),halal,singapore halal directory
 STAFF CANTEEN STALL @ SDV LOG GREEN HUB BLDG (MNGD BY SODEXO),halal,singapore halal directory
 STAFF CANTEEN STALL @ SEAGATE W2 (MNGD BY PRO*3 INST CATERING),halal,singapore halal directory
 STAFF CANTEEN STALL @ SEAGATE W3 (MNGD BY PRO*3 INSTITUTIONAL CATERING PTE LTD),halal,singapore halal directory
 STAFF CANTEEN STALL @ SHELL CHEMICALS SERAYA (MNGD BY THE WOK PEOPLE),halal,singapore halal directory
 STAFF CANTEEN STALL @ SICC (MNGD BY NTUC FOODFARE),halal,singapore halal directory
 STAFF CANTEEN STALL @ SPRING SINGAPORE (MNGD BY FUSION BISTRO PTE LTD),halal,singapore halal directory
 STAFF CANTEEN STALL @ ST MARINE LTD (MNGD BY THE WOK PEOPLE),halal,singapore halal directory
 STAFF CANTEEN STALL @ SUMITOMO (MNGD BY ISS CATERING),halal,singapore halal directory
 STAFF CANTEEN STALL @ WEST PHAR SVCS (S) PTE LTD (MNGD BY THE WOK PPL),halal,singapore halal directory
 STAFF CANTEEN STALL 1-3 @ NSTI CANTEEN (MNGD BY CYQ CANTEEN),halal,singapore halal directory
 STAFF CANTEEN STALL@1ST CD DIV HQ,halal,singapore halal directory
 STAFF CANTEEN STALL@4TH CD DIV HQ,halal,singapore halal directory
 STAFF CANTEEN STALL@APP MATERIALS S.E.A. P/L (MNGD BY PRO*3 INST CAT),halal,singapore halal directory
 STALL 1 & 2 @ MERIDIAN JUNIOR COLLEGE,halal,singapore halal directory
 STALL 10 @ TAO NAN SCHOOL,halal,singapore halal directory
 STALL 2 @ SRI BISTARI CHANGI VILLAGE FAMOUS AYAM PENYET,halal,singapore halal directory
 STALL 5 @ YISHUN TOWN SECONDARY SCHOOL,halal,singapore halal directory
 STALL 8 @ PARK VIEW PRIMARY SCHOOL,halal,singapore halal directory
 STALL 8 @ ST PATRICKS SECONDARY SCHOOL,halal,singapore halal directory
 STALL 8 @ TEMASEK PRIMARY SCHOOL,halal,singapore halal directory
 STALL NO 3 @ BARTLEY SECONDARY SCHOOL,halal,singapore halal directory
 STALL NO 3 @ EAST VIEW SECONDARY SCHOOL,halal,singapore halal directory
 STAMFLES INTERNATIONAL PTE LTD,halal,singapore halal directory
 STAMFORD CATERING SERVICES PTE LTD,halal,singapore halal directory
 STAR CINNAMON,halal,singapore halal directory
 STEPAN ASIA PTE LTD,halal,singapore halal directory
 STORAGE FACILITY 1 @ DHL DISTRIBUTION CENTRE,halal,singapore halal directory
 STOVVE PTE LTD,halal,singapore halal directory
 STRAITS WOK,halal,singapore halal directory
 STRAITS WOK (BT TIMAH),halal,singapore halal directory
 STRAITS WOK (CHANGI GENERAL HOSPITAL KOPITIAM),halal,singapore halal directory
 STRAITS WOK (TAN TOCK SENG HOSPITAL),halal,singapore halal directory
 STREATS ASIAN CAFE,halal,singapore halal directory
 STREATS ASIAN CAFƒ (RESORT WORLD SENTOSA),halal,singapore halal directory
 STREATS HONGKONG CAFE,halal,singapore halal directory
 STREATS HONGKONG CAFƒ (BUKIT PANJANG PLAZA),halal,singapore halal directory
 STREATS HONGKONG CAFƒ (IMM BUILDING/126),halal,singapore halal directory
 STREATS HONGKONG CAFƒ (IMM BUILDING/17),halal,singapore halal directory
 STREATS HONGKONG CAFƒ (NEX),halal,singapore halal directory
 STREATS HONGKONG CAFƒ (ONE KM),halal,singapore halal directory
 STREATS HONGKONG CAFƒ (PASIR RIS NTUC RESORT),halal,singapore halal directory
 STUFFD PTE LTD,halal,singapore halal directory
 STUFFD PTE LTD (BEDOK MALL),halal,singapore halal directory
 STUFFD PTE LTD (BUGIS JUNCTION),halal,singapore halal directory
 STUFFD PTE LTD (CAUSEWAY POINT),halal,singapore halal directory
 STUFFD PTE LTD (CITY SQUARE MALL),halal,singapore halal directory
 STUFFD PTE LTD (CLEMENTI MALL),halal,singapore halal directory
 STUFFD PTE LTD (COMPASS ONE),halal,singapore halal directory
 STUFFD PTE LTD (HOUGANG MALL),halal,singapore halal directory
 STUFFD PTE LTD (SUN PLAZA),halal,singapore halal directory
 STUFFD PTE LTD (TAMPINES MALL),halal,singapore halal directory
 STUFFD PTE LTD (VIVO CITY),halal,singapore halal directory
 STUFFD PTE LTD (WATERWAY POINT),halal,singapore halal directory
 STUFFD PTE LTD (YEW TEE POINT),halal,singapore halal directory
 SUDI MAKAN,halal,singapore halal directory
 SUKI GROUP CENTRAL KITCHEN PTE LTD,halal,singapore halal directory
 SUMBER AYAM BY GUAN CHEE (R5) @ FOOD REPUBLIC MANULIFE CENTRE,halal,singapore halal directory
 SUN ACE KAKOH (PTE) LTD,halal,singapore halal directory
 SUNSHINE BAKERIES,halal,singapore halal directory
 SUNSPOT CAFETERIA @ SUNTEC CITY TOWER 5 (MNGD BY THE WOK PEOPLE),halal,singapore halal directory
 SUN-UP BEAN FOOD MANUFACTURING PTE LTD,halal,singapore halal directory
 SUNWAY FOOD INDUSTRIES PTE LTD,halal,singapore halal directory
 SUP IKAN,halal,singapore halal directory
 SUP IKAN (CHANGI BUSINESS PK),halal,singapore halal directory
 SUPER BEAN INTERNATIONAL PTE LTD,halal,singapore halal directory
 SUPER CONTINENTAL PTE LTD,halal,singapore halal directory
 SUPER THAI CUISINE STALL 6 @ FORK & SPOON,halal,singapore halal directory
 SURE FOOD PTE LTD,halal,singapore halal directory
 SURIAYANI TRADING PTE LTD,halal,singapore halal directory
 SURIYA CURRY HOUSE @ BANANA LEAF RESTAURANT,halal,singapore halal directory
 SURIYA INDIAN FOOD @ BANANA LEAF RESTAURANT,halal,singapore halal directory
 SUSAN BBQ (S2) @ TANG TEA HOUSE,halal,singapore halal directory
 SWEE HENG 1989 CLASSIC,halal,singapore halal directory
 SWEE HENG 1989 CLASSIC (APERIA),halal,singapore halal directory
 SWEE HENG 1989 CLASSIC (NG TENG FONG GENERAL HOSPITAL TOWER A),halal,singapore halal directory
 SWEE HENG 1989 CLASSIC (RIVERVALE MALL),halal,singapore halal directory
 SWEE HENG 1989 CLASSIC (SELETAR MALL),halal,singapore halal directory
 SWEE HENG 1989 CLASSIC (TAMPINES HUB),halal,singapore halal directory
 SWEE HENG 1989 CLASSIC (TANJONG PAGAR CENTRE),halal,singapore halal directory
 SWEE HENG 1989 CLASSIC (THE ARCADE),halal,singapore halal directory
 SWEE HENG 1989 CLASSIC (THE CLEMENTI MALL),halal,singapore halal directory
 SWEE HENG 1989 CLASSIC (THE STAR VISTA),halal,singapore halal directory
 SWEE HENG 1989 CLASSIC (WATERWAY POINT),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (507 YISHUN AVE 4),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (818 CHOA CHU KANG AVE 1),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (888 PLAZA),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (BENDEMEER SHOPPING MALL),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (BOON LAY SHOPPING CENTRE),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (BUKIT BATOK),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (BUKIT PANJANG PLAZA),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (COMPASSVALE),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (FAJAR RD),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (GEYLANG SERAI),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (HOUGANG CAPEVIEW),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (JURONG EAST ST 24),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (JURONG WEST ST 41),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (JURONG WEST ST 51),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (JURONG WEST ST 75),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (JURONG WEST ST 92),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (KEAT HONG SHOPPING CENTRE),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (NUH MAIN BUILDING LB LV1),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (RIVERVALE PLAZA),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (SEMBAWANG MART),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (TAMPINES ST 23),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (TEBAN GARDENS RD),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (UBI AVE 1),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (VISTA POINT),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (WATERWAY TERRACES 1),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (WOODLANDS AVE 6),halal,singapore halal directory
 SWEE HENG BAKERY PTE LTD (WOODLANDS MART),halal,singapore halal directory
 SWEET PATISSERIE PTE LTD,halal,singapore halal directory
 SWENSENS RESTAURANT,halal,singapore halal directory
 SWENSENS RESTAURANT (BEDOK MALL),halal,singapore halal directory
 SWENSENS RESTAURANT (BUKIT PANJANG PLAZA),halal,singapore halal directory
 SWENSENS RESTAURANT (CAUSEWAY POINT),halal,singapore halal directory
 SWENSENS RESTAURANT (CHANGI AIRPORT TERMINAL 2),halal,singapore halal directory
 SWENSENS RESTAURANT (CITY SQUARE MALL),halal,singapore halal directory
 SWENSENS RESTAURANT (COMPASS ONE),halal,singapore halal directory
 SWENSENS RESTAURANT (HUB@DOWNTOWN EAST),halal,singapore halal directory
 SWENSENS RESTAURANT (IMM BUILDING),halal,singapore halal directory
 SWENSENS RESTAURANT (ION ORCHARD),halal,singapore halal directory
 SWENSENS RESTAURANT (JUNCTION 8 SHOPPING),halal,singapore halal directory
 SWENSENS RESTAURANT (JURONG POINT SHOPPING CENTRE),halal,singapore halal directory
 SWENSENS RESTAURANT (NEX MALL),halal,singapore halal directory
 SWENSENS RESTAURANT (NORTHPOINT),halal,singapore halal directory
 SWENSENS RESTAURANT (PARCO BUGIS JUNCTION),halal,singapore halal directory
 SWENSENS RESTAURANT (PARKWAY PARADE),halal,singapore halal directory
 SWENSENS RESTAURANT (PLAZA SINGAPURA),halal,singapore halal directory
 SWENSENS RESTAURANT (SUN PLAZA),halal,singapore halal directory
 SWENSENS RESTAURANT (TAMPINES MALL),halal,singapore halal directory
 SWENSENS RESTAURANT (THE CLEMENTI MALL),halal,singapore halal directory
 SWENSENS RESTAURANT (THE SELETAR MALL),halal,singapore halal directory
 SWENSENS RESTAURANT (THOMSON PLAZA),halal,singapore halal directory
 SWENSENS RESTAURANT (WATERWAY POINT),halal,singapore halal directory
 SWENSENS RESTAURANT (WEST MALL),halal,singapore halal directory
 SYED MOHAMED TRADERS (SINGAPORE) PTE LTD,halal,singapore halal directory
 SYMRISE ASIA PACIFIC PTE LTD,halal,singapore halal directory
 T&C MANUFACTURING CO PTE LTD,halal,singapore halal directory
 T&T GOURMET CUISINE PTE LTD,halal,singapore halal directory
 T. G. KIAT & CO (PTE) LTD,halal,singapore halal directory
 TAHO ENTERPRISE PTE LTD,halal,singapore halal directory
 TAI HUA FOOD INDUSTRIES PTE LTD,halal,singapore halal directory
 TAKASAGO INTERNATIONAL (S) PTE LTD,halal,singapore halal directory
 TAKE 5 CAFE,halal,singapore halal directory
 TAKE AWAY,halal,singapore halal directory
 TAN SENG KEE FOODS PTE LTD,halal,singapore halal directory
 TAN SOON MUI FOOD INDUSTRIES,halal,singapore halal directory
 TAN YOU PENG FOOD SUPPLY,halal,singapore halal directory
 TANG DIMSUM PTE LTD,halal,singapore halal directory
 TANG TEA HOUSE HONG KONG CAFƒ (JLN KAYU),halal,singapore halal directory
 TANG TEA HOUSE HONG KONG CAFƒ (JURONG WEST),halal,singapore halal directory
 TANG TEA HOUSE HONG KONG CAFƒ (LOR BEKUKONG),halal,singapore halal directory
 TANTALISING WESTERN FOOD (S2) @ WEST SPRING SECONDARY SCHOOL,halal,singapore halal directory
 TASMAN BAY ROBINSON FOOD GROUP LTD,halal,singapore halal directory
 TASTE GARDEN,halal,singapore halal directory
 TASTE OF HOME (S5) @ CANTONMENT PRIMARY SCHOOL,halal,singapore halal directory
 TASTE OF INDIA RESTAURANT PTE LTD,halal,singapore halal directory
 TASTY WOK (S2) @ KOPITIAM CHANGI GENERAL HOSPITAL,halal,singapore halal directory
 TAT HUI FOODS PTE LTD,halal,singapore halal directory
 TC IMPORT & EXPORT PTE LTD,halal,singapore halal directory
 T-CAFE,halal,singapore halal directory
 TCGC PTE LTD,halal,singapore halal directory
 TEAM CATERING PTE LTD,halal,singapore halal directory
 TEE YIH JIA FOOD MANUFACTURING PTE LTD,halal,singapore halal directory
 TELOK AYER FISHBALL NOODLE (S4) @ EDEN GARDEN CAFE,halal,singapore halal directory
 TEMASEK POLYTECHNIC,halal,singapore halal directory
 TEN & HAN TRADING PTE LTD,halal,singapore halal directory
 TENDERBEST,halal,singapore halal directory
 TENDERBEST (101 YUNG SHENG RD),halal,singapore halal directory
 TENDERBEST (11 TAMPINES ST 32),halal,singapore halal directory
 TENDERBEST (143 TECK WHYE LANE),halal,singapore halal directory
 TENDERBEST (150 PANDAN GARDENS),halal,singapore halal directory
 TENDERBEST (2A EUNOS CRESCENT),halal,singapore halal directory
 TENDERBEST (4A LOYANG LANE),halal,singapore halal directory
 TENDERBEST (501 JURONG WEST ST 51),halal,singapore halal directory
 TENDERBEST (638A JURONG WEST ST 61),halal,singapore halal directory
 TENDERBEST (671 EDGEFIELD PLAINS),halal,singapore halal directory
 TENDERBEST (768 WOODLANDS AVE 6),halal,singapore halal directory
 TENDERBEST (803 KEAT HONG CLOSE),halal,singapore halal directory
 TENDERBEST (824 TAMPINES ST 81),halal,singapore halal directory
 TENDERBEST (826 TAMPINES ST 81),halal,singapore halal directory
 TENDERBEST (888 WOODLANDS DR 50),halal,singapore halal directory
 TENDERBEST (959 JURONG WEST ST 92),halal,singapore halal directory
 TENDERFRESH CLASSIC,halal,singapore halal directory
 TENDERFRESH CLASSIC (ONE KM),halal,singapore halal directory
 TENDERFRESH CLASSIC (TAMPINES HUB),halal,singapore halal directory
 TENDERFRESH CLASSIC (WATERWAY POINT),halal,singapore halal directory
 TENDERFRESH XPRESS,halal,singapore halal directory
 TENDERFRESH XPRESS (CAUSEWAY POINT),halal,singapore halal directory
 TENDERFRESH XPRESS (RIVERVALE PLAZA),halal,singapore halal directory
 TENDERFRESH XPRESS (TAMPINES CENTRAL 1),halal,singapore halal directory
 TENG GUAN FOOD INDUSTRIES (PTE) LTD,halal,singapore halal directory
 TEO FOODSTUFFS SUPPLIER (TEMPE & LONTONG) PTE LTD,halal,singapore halal directory
 TEPPAN-YAKI (M2) @ FOODJUNCTION NEX,halal,singapore halal directory
 TEPPAN-YAKI (M2)@FOODJUNCTION JUNCTION 8,halal,singapore halal directory
 TEPPAN-YAKI (R1) @ KOPITIAM NORTHPOINT,halal,singapore halal directory
 TEPPAN-YAKI (S23) @ AMK HUB NTUC FOOD FARE,halal,singapore halal directory
 TETRA PAK ASIA PTE LTD,halal,singapore halal directory
 TEXAS CHICKEN,halal,singapore halal directory
 TEXAS CHICKEN (CAUSEWAY POINT),halal,singapore halal directory
 TEXAS CHICKEN (CHANGI CITY POINT),halal,singapore halal directory
 TEXAS CHICKEN (GARDENS BY THE BAY),halal,singapore halal directory
 TEXAS CHICKEN (GREAT WORLD CITY),halal,singapore halal directory
 TEXAS CHICKEN (NEX MALL),halal,singapore halal directory
 TEXAS CHICKEN (RESORT WORLD SENTOSA),halal,singapore halal directory
 TEXAS CHICKEN (STAR VISTA),halal,singapore halal directory
 TEXAS CHICKEN (THE CENTREPOINT),halal,singapore halal directory
 TEXAS CHICKEN (THE SELETAR MALL),halal,singapore halal directory
 TEXAS CHICKEN (UPPER SERANGOON VIEW),halal,singapore halal directory
 TEXAS CHICKEN (VIVO CITY),halal,singapore halal directory
 TEXAS CHICKEN (WESTGATE),halal,singapore halal directory
 TF TENDERFRESH PASTA AND BROILER,halal,singapore halal directory
 TF TENDERFRESH PASTA AND BROILER (UPP SERANGOON VIEW),halal,singapore halal directory
 TFF BONELESS CHICKEN RICE,halal,singapore halal directory
 THAI CUISINE (S10) @ KOUFU (NANYANG POLYTECHNIC),halal,singapore halal directory
 THAI MALAY SEAFOOD (S5) @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 THAI SING FOODSTUFFS INDUSTRY PTE LTD,halal,singapore halal directory
 THAI TO GO,halal,singapore halal directory
 THAKSIN BEEF NOODLE,halal,singapore halal directory
 THAKSIN BEEF NOODLE (SEAH IM RD),halal,singapore halal directory
 THE ARENA @ SINGAPORE SPORTS SCHOOL (MNGD BY SODEXO),halal,singapore halal directory
 THE CAKE FACTORY PTE LTD,halal,singapore halal directory
