halal_status,name,source
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Softsoap,Muslim consumer group product list
halal,Pacifica,Muslim consumer group product list
halal,Waikiki,Muslim consumer group product list
unknown,Ulta,Muslim consumer group product list
unknown,Pond's,Muslim consumer group product list
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Aveeno,Muslim consumer group product list
haram,Oil Of Olay,Muslim consumer group product list
unknown,Diana Of London?,Muslim consumer group product list
unknown,Dmgm/maxcare,Muslim consumer group product list
halal,Soft Soap,Muslim consumer group product list
halal,Softsoap,Muslim consumer group product list
halal,Softsoap,Muslim consumer group product list
haram,Revlon,Muslim consumer group product list
haram,Revlon,Muslim consumer group product list
haram,Jordana,Muslim consumer group product list
halal,Eos,Muslim consumer group product list
halal,,
halal,Advil,
halal,Babyganic,
haram,,
halal,Cosmetic,
unknown,Ulta,
unknown,Ulta,
haram,Olay,
haram,,
halal,,
unknown,,
unknown,,
haram,,
halal,,
halal,,
halal,,
unknown,,
unknown,,
unknown,,
unknown,,
unknown,Etude House Usa,
unknown,American Beauty,
unknown,Afterglow,
halal,Gourmet Rose,
haram,Cover Girl,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Almay,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Revlon,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Victoria Secret,
haram,Avon,
unknown,L'oreal,
unknown,Maybelline,
haram,Neutrogena,
unknown,Nivea,
unknown,Mac,
unknown,"Biotherm,",
unknown,Derma Blend,
unknown,"Diesel Fragrance,",
unknown,Giorgio Armani,
unknown,Kerastase,
unknown,Kiehl's,
unknown,La Roche Posay,
unknown,Lancome,
unknown,Logics,
unknown,Loreal Paris Hair,
unknown,Martrix,
unknown,Mizani,
unknown,Loreal Technique,
unknown,Loreal Professionel,
unknown,"Pureology,",
unknown,Ralph Lauren,
unknown,Reddkern,
unknown,Skinceuticals,
unknown,Soft Sheen-carson,
unknown,Shuuemura Art Of Hair,
unknown,Vichy,
unknown,Nivea,
haram,Revolon,
haram,Oil Of Olay,
haram,Olay,
unknown,Garnier,
haram,The Body Shop,
unknown,Estee Lauder,
haram,Physician Formula,
haram,Physician Formula,
haram,Physician Formula,
halal,Juice Beauty,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",E.l.f,
haram,Aim,
unknown,Tom's Maine,
unknown,Arm & Hammer,
haram,"Pepsodent, Mentadent",
haram,Sensodyne,
halal,Aquafresh,
halal,Aquafresh,
halal,Aquafresh,
unknown,Aqurafresh,
halal,Aquafresh,
halal,Ultra Brite,
halal,Colgate,
unknown,Colgate,
unknown,Colgate,
unknown,Colgate,
halal,Colgate,
halal,Colgate,
halal,Colgate,
halal,Colgate,
unknown,Colgate,
halal,Colgate,
unknown,Crest,
halal,Crest,
haram,Crest,
unknown,Crest,
halal,Crest,
halal,Crest,
halal,Crest,
unknown,Close Up,
halal,Crest,
halal,Colgate,
halal,"Aqua Fresh, Colgate, Crest, Mentadent, Oral-b And Reach",
halal,Reach,
halal,Neutrogena,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Eos,
unknown,Schick,
haram,Aveeno,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Aveeno,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Aveeno,
unknown,Skinmate,
haram,Barbasol,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Pure Silk,
haram,Nivea,
haram,Gillette,
unknown,Edge,
haram,Gillette,
haram,Pure Silk,
haram,Dove,
haram,Dove,
haram,Dove,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Axe,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",L'oreal,
haram,Trseemme,
unknown,Vo5,
haram,Head & Shoulder,
haram,Aussie,
haram,Herbal Essence,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Garnier Fructis,
haram,Pantene,
unknown,Dove,
haram,Suave,
haram,Pert,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Matrix,
haram,Vidal Sassoon,
haram,Axe,
haram,Selsum Blue,
haram,Dove,
haram,Head & Shoulder,
haram,Equate,
halal,White Rain,
haram,Aussie,
halal,Prell,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Garnier Fructis,
halal,Lush,
haram,Pantene,
halal,Scotch Brite,
haram,Herbal Essence,
halal,Vaseline,
halal,Vaseline,
halal,Vaseline,
unknown,Oriflame,
haram,Bath & Body Works,
halal,Scott,
halal,Bounty,
halal,Master,
halal,Winn Cup,
halal,Safeway,
halal,Von,
halal,Dominick,
halal,Randall,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Crest Pro Health,
halal,Tom's Of Maine,
haram,Scope,
haram,Listerine,
halal,Tom's Of Maine,
halal,Crest,
halal,Listerine,
halal,Crest,
halal,Crest,
haram,Scope,
haram,Listerine,
haram,Equate,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Colgate,
unknown,Cetaphil,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Jergen,
haram,Dove,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Neutrogena,
haram,Curel,
haram,Jergen,
halal,Lubriderm,
haram,Suave,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Aveeno,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Nivea,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Eucerin,
haram,Curel,
haram,Jergen,
unknown,Nivea,
haram,Vaselin,
haram,Equate,
haram,Suave,
halal,Aveeno,
haram,Old Spice,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Lubriderm,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Lubriderm,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Lubriderm,
halal,Neutrogena,
halal,Lubriderm,
halal,Softsoap,
halal,Softsoap,
halal,Softsoap,
halal,Softsoap,
halal,Softsoap,
halal,Softsoap,
haram,Dial,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">","Palmolive, Ajax, Dermassage",
halal,Lush,
haram,Flowershop,
haram,Dial,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Soft Soap,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Soft Soap,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Soft Soap,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Soft Soap,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Tone,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Soft Soap,
haram,Dial,
unknown,Chattam,
"<img src=""media/icons/.png"" alt="""" title="""" width=""16"" height=""16"">",Matrix,
haram,Veet,
halal,Mcneil-ppc,
halal,Lush,
halal,Revlon,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Just For Men,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Kleenex,
halal,Neutrogena,
haram,Suavitel,
halal,Kirkland Signature,
"<img src=""media/icons/.png"" alt="""" title="""" width=""16"" height=""16"">",Downy,
haram,Suavitel,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Cling Free And Essential,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Cascade,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Joy,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Ajax,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Palmolive,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Shine Boost,
halal,Finis,
haram,Cascade,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Ajax,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Cascade,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Dawn,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Shine Boost,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Joy,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Palmolive,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Tide,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Downy,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Final Touch,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Cheer,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Purex,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Suavitel,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Gain,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Surf,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Tide Extra,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Fresh Start,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Ultra Snuggles,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Wisk,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Yes,
halal,Ivory,
halal,Polident,
halal,Oral B,
haram,Terconazole,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Lush,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Aveeno,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Suave,
haram,Suave,
haram,Suave,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Nivea,
haram,Suave,
haram,Old Spice,
haram,Suave,
haram,Old Spice,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Soft Soap,
haram,Caress,
haram,Tone,
haram,Olay,
haram,Suave,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Aveeno,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Gillette,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Tom's Of Maine,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Pure And Natural,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Irish Spring,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Irish Spring,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Irish Spring,
haram,Gillet,
haram,Dove,
haram,Olay,
haram,Equate,
haram,Caress,
haram,Suave,
haram,Tone,
haram,Dial,
haram,Old Spice,
haram,Axe,
halal,White Rain,
halal,Irish Soring,
halal,Softsoap,
halal,Softsoap,
halal,Softsoap,
halal,Softsoap,
halal,Aveeno,
haram,Olay,
haram,Ivory,
haram,Suave,
halal,Irish Spring,
haram,Axe,
haram,Tone,
haram,Caress,
haram,Dove,
haram,Dial,
haram,St. Ives,
halal,Soft Soap,
halal,Soft Soap,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Zest,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Lubriderm•À_,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Lubriderm,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Lubriderm,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Aveeno,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Aveeno,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Aveeno,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Aveeno,
halal,Lush,
halal,Charmin,
haram,Dove,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Vel,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Palmolive,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Cashmere,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Colgate Palmolive,
halal,365 Bar Soap Whole Food Market,
halal,365 Of Whole Food Market,
haram,Olay,
haram,Camay,
haram,Jargons,
haram,Suave,
haram,Lever 2000,
haram,Safeguard,
haram,Zest,
haram,Ivory,
unknown,Irish Spring,
haram,Dial,
haram,Coast,
haram,Dial,
haram,Tone,
haram,Pure And Natural,
halal,Tom's Of Maine,
halal,Colgate Palmolive,
haram,Caress,
halal,Lava,
unknown,Colgate - Palmolive,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Kirkland,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Murphy,
unknown,Irish Spring,
haram,Unilever,
haram,Safe Gurad,
haram,Dial,
haram,Equtae,
haram,Coast,
haram,Tone,
haram,Caress,
haram,Ivory,
haram,Jergen,
haram,Olay,
haram,Camey,
haram,Dove,
haram,Lux,
unknown,Crescent,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Lava,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Kirk Castile,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",365,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Colgate Palmolive,
halal,Kirkland Singnature,
halal,Lush,
unknown,Zest,
halal,Huggies,
halal,Pampers,
halal,Babyganic,
halal,Rainbow Research's,
haram,Johnson & Johnson,
halal,Johnson & Johnson,
halal,Johnson & Johnson,
haram,Johnson & Johnson,
haram,Johnson & Johnson,
halal,Babyganic,
halal,Babyganic,
haram,Lady Speed Stick,
"<img src=""media/icons/.png"" alt="""" title="""" width=""16"" height=""16"">",Irish Spring,
"<img src=""media/icons/.png"" alt="""" title="""" width=""16"" height=""16"">",Speed Stick & Lady Speed Stick,
haram,Lady Speed,
"<img src=""media/icons/.png"" alt="""" title="""" width=""16"" height=""16"">",Speed Stick & Lady Speed Stick,
haram,Lady Speed,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Speed Stick,
haram,Old Spice,
haram,Axe,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Speed Stick,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Degree,
haram,Dove,
haram,Suave,
haram,Secret,
haram,Lady Speed Stick,
halal,Right Guard,
haram,Gillet,
haram,Almay,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Degree,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Degree,
haram,Ban,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Soft & Dry,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Right Guard,
haram,Arm & Hammer,
haram,Ban,
haram,Arid Xx,
haram,Axe,
haram,Dry Idea,
haram,Old Spice,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Dry Idea Brut,
haram,Lady Speed Stick,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Soft & Dry,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Mitchum,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Degree,
haram,Ban,
haram,Suave,
haram,Sure,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Almay,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Brut,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Dove,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Afta,
haram,Barasol,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Emerald,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Planters,
halal,Planters,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Planters,
unknown,Planters,
halal,Planters,
halal,Planters,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Planters,
haram,Nestea,
halal,Nestea,
unknown,Carnation,
haram,Barcelona,
haram,Barcelona,
haram,Takis,
haram,Takis,
haram,Takis,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Planters,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Planters,
haram,Planters,
haram,Planters,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Planters,
halal,Planters,
halal,Planters,
halal,Planters,
halal,Planters,
halal,Planters,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Vlasic,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Vlasic,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Vlasic,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Vlasic,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Vlasic,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Vlasic,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Vlasic,
halal,Vlasic,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Mt. Olive,
halal,Mt. Olive,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Mt. Olive,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Mt. Olive,
halal,Mt. Olive,
unknown,Tofutti,
unknown,Tofutti,
haram,Cardini,
haram,Reese,
haram,Mrs Cubb'sons,
haram,New York,
haram,New York,
haram,Hidden Valley,
haram,Hidden Valley,
haram,Hidden Valley,
haram,Hidden Valley,
haram,Hidden Valley,
haram,Hidden Valley,
haram,Marzetti,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Marzetti,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Henri,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Marzetti,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Marzetti,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Henri,
haram,Henri,
haram,Henri,
halal,Henri,
halal,Henri,
haram,Wish Bone,
haram,Wish Bone,
haram,Wish Bone,
haram,Wish Bone,
haram,Wish Bone,
haram,Wish Bone,
haram,Wish Bone,
haram,Hidden Valley,
haram,Western,
haram,Western,
haram,Western,
haram,Kraft,
haram,Kraft,
haram,Kraft,
haram,Kraft,
haram,Kraft,
haram,Kraft,
haram,Kraft,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Newman's Own,
haram,Newman's Own,
haram,Nestle,
haram,Newman's Own,
haram,Newman's Own,
haram,Newman's Own,
haram,Newman's Own,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Ken's Steak House,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Ken's Steak House,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Ken's Steak House,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Ken's Steak House,
halal,Ken's Steak House,
halal,Ken's Steak House,
halal,Ken's Steak House,
haram,Ken's Steak House,
haram,Ken's Steak House,
halal,Ken's Steak House,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Ken's Steak House,
haram,Ken's Steak House,
haram,Ken's Steak House,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Ken's Steak House,
halal,Nabisco,
haram,Ken's Steak House,
haram,Ken's Steak House,
unknown,Ken's Steak House,
haram,Ken's Steak House,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Ken's Steak House,
haram,Ken's Steak House,
haram,Girard's,
halal,Ken's Steak House,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Brianna's,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Heinz,
unknown,Kraft,
halal,Hellmann's,
haram,Marzetti,
halal,Kraft,
halal,Hellmann's,
halal,Hellmann's,
halal,Hellmann's,
unknown,Hellmann's,
halal,Smart Balance,
halal,Heinz,
halal,Value Time,
halal,Kraft,
halal,Kraft,
halal,Kraft,
halal,Kraft,
halal,Kraft,
halal,Kraft,
halal,Miracle Whip,
halal,Miracle Whip,
unknown,Miracle Whip,
halal,Mairacle Whip,
halal,Hellmann's,
haram,Outshine,
unknown,Smucker's,
unknown,Smucker's,
haram,Smucker's,
unknown,Smucker's,
unknown,Smucker's,
unknown,Smucker's,
unknown,Smucker's,
unknown,Smucker's,
unknown,Smucker's,
unknown,Smucker's,
unknown,Smucker's,
unknown,Smuckers,
unknown,Dickensons,
unknown,Dickensons,
unknown,Dickensons,
haram,Welch,
unknown,Welch,
unknown,Welch,
haram,Polaner,
haram,Polaner,
haram,Polaner,
haram,Polaner,
unknown,Schwarta,
unknown,Schwarta,
unknown,Schwarta,
unknown,Hero,
haram,Hero,
unknown,Hero,
unknown,Hero,
unknown,Hero,
halal,Bonne Maman,
halal,Bonne Maman,
halal,Bonne Maman,
halal,Bonne Maman,
halal,Bonne Maman,
halal,Bonne Maman,
halal,Bonne Maman,
halal,Bonne Maman,
halal,Bonne Maman,
halal,Bonne Maman,
haram,Prairie Farm,
halal,Jif,
halal,Jif,
haram,Jif,
haram,Jif,
halal,Jif,
halal,Fisher,
halal,Fisher,
haram,Hershey,
halal,Hershey,
halal,Reeses,
halal,Reeses,
haram,Jif,
haram,Jif,
haram,Jif,
haram,Jif,
halal,Jif,
haram,Jif,
halal,Nutella,
halal,Nutella,
haram,Nutella,
halal,Jif,
halal,Jif,
halal,Jif,
halal,Jif,
halal,Jif,
halal,Jif,
halal,Smucker's,
halal,Smucker's,
halal,Smart Balance,
halal,Smart Balance,
halal,Skippy,
halal,Skippy,
halal,Skippy,
halal,Peter Pan,
halal,Peter Pan,
halal,Peter Pan,
halal,Kallas,
halal,Kallas,
halal,Su Bee,
haram,Heinz,
halal,Heinz,
haram,Bertolli,
haram,Bertolli,
halal,Heinz,
halal,Heinz,
halal,Heinz,
haram,Kraft,
haram,Lawry,
halal,Heinz,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Frank,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Frank,
halal,Frank,
halal,Tabasco,
halal,Tabasco,
haram,Heinz,
halal,Tabasco,
halal,Tabasco,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Mccormic,
halal,Kraft,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Kraft,
haram,Hoffman House,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Heinz,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Louisiana,
"<img src=""media/icons/exclaim.png"" alt=""exclaim"" title=""exclaim"" width=""16"" height=""16"">",Mccormic,
haram,Hellmanns,
haram,Jack Daniels,
haram,Grey Poupon,
